Id,SalePrice
1461,125940.7091806754
1462,151952.20530521078
1463,176109.80095677145
1464,176798.86239083306
1465,191116.7404814078
1466,177239.48025605612
1467,167835.82231584232
1468,174555.36555017374
1469,177144.4861264548
1470,119523.85663129578
1471,186671.80386832534
1472,103878.69675541639
1473,106386.7505845733
1474,156699.78779744433
1475,147991.6190179389
1476,429379.1940870911
1477,246068.46503654326
1478,317253.3081064988
1479,247132.05630154262
1480,426377.0957835497
1481,305461.6478398007
1482,213016.30604382986
1483,172842.6892234275
1484,182326.64333630755
1485,159513.05530835834
1486,193434.19734594753
1487,321194.7146062271
1488,246068.46503654326
1489,197449.44179823837
1490,197021.92443692937
1491,187849.1991398887
1492,102553.39564501049
1493,176829.70580081368
1494,286900.88364271115
1495,303686.4052869353
1496,214806.73871728074
1497,183388.43569387717
1498,156242.2052889026
1499,156242.2052889026
1500,144132.07090076356
1501,170674.20610344716
1502,157770.8140154023
1503,303506.96216475096
1504,229936.3128292958
1505,211705.3200919394
1506,189527.05121219854
1507,211327.87862075405
1508,204433.3870686164
1509,163288.75254395517
1510,141570.73275808163
1511,141570.73275808163
1512,170784.9962064403
1513,161712.26167915852
1514,170070.44574824715
1515,188795.89012557652
1516,174908.23868157886
1517,147330.44497310388
1518,139344.99682926328
1519,217795.80599000803
1520,139898.4436259593
1521,139898.4436259593
1522,167579.07763774393
1523,107608.3267605097
1524,119109.9928639329
1525,129195.82950503274
1526,126959.68495957818
1527,95206.48597566549
1528,121681.0732823731
1529,141570.73275808163
1530,163561.36152266568
1531,125402.29226016735
1532,114840.93065019057
1533,141134.2715930331
1534,115193.7955817869
1535,150326.88543996116
1536,131761.14849850992
1537,91700.7685127052
1538,204900.62206341067
1539,237652.42997885868
1540,121817.81612604426
1541,166235.55857963892
1542,151321.7666015773
1543,229714.3557843137
1544,100057.68309625424
1545,114262.50095748817
1546,123243.67809885545
1547,148454.38432885002
1548,143778.81436210856
1549,106015.19896354279
1550,155515.23023115785
1551,130139.21685403112
1552,141702.37048304224
1553,148515.41355324295
1554,114520.18046178129
1555,154402.66411840875
1556,107727.58212948621
1557,138799.58660770563
1558,107006.15293856515
1559,122677.65611999299
1560,154229.69270213245
1561,160327.5404972578
1562,121357.28726819069
1563,124319.58528947036
1564,156149.82457876782
1565,153930.08917317344
